id,estacion_salida,estacion_llegada,tipo_pmr,hora
31353,SMA,VMA,PMR_VISUAL,06:00
31354,UNI,VMA,PMR_SILLA,08:00
31355,JAR,PUE,PMR_ADULTO_MAYOR,09:00
31356,GAM,UNI,PMR_VISUAL,14:00
31357,VMA,NAR,PMR_AUDITIVO,19:00
31358,MAT,VMA,PMR_AUDITIVO,18:00
31359,SMA,PUE,PMR_AUDITIVO,17:00
31360,CUL,SMA,PMR_AUDITIVO,11:00
31361,PUE,ANG,PMR_VISUAL,10:00
31362,UNI,PUE,PMR_ADULTO_MAYOR,20:00
31363,PUE,NAR,PMR_ADULTO_MAYOR,07:00
31364,VMA,NAR,PMR_SILLA,13:00
31365,UNI,JAR,PMR_AUDITIVO,06:00
31366,ANG,NAR,PMR_ADULTO_MAYOR,14:00
31367,PUE,CUL,PMR_SILLA,12:00
31368,PUE,UNI,PMR_ADULTO_MAYOR,18:00
31369,CUL,UNI,PMR_ADULTO_MAYOR,11:00
31370,PUE,MAT,PMR_AUDITIVO,16:00
31371,CUL,NAR,PMR_AUDITIVO,16:00
31372,NAR,SMA,PMR_VISUAL,12:00
31373,NAR,UNI,PMR_ADULTO_MAYOR,14:00
31374,CUL,SMA,PMR_VISUAL,07:00
31375,GAM,CUL,PMR_AUDITIVO,07:00
31376,VMA,ANG,PMR_VISUAL,15:00
31377,SMA,JAR,PMR_VISUAL,18:00
31378,UNI,ANG,PMR_AUDITIVO,15:00
31379,ANG,MAT,PMR_AUDITIVO,08:00
31380,PUE,MAT,PMR_AUDITIVO,14:00
31381,CUL,JAR,PMR_SILLA,16:00
31382,JAR,CUL,PMR_ADULTO_MAYOR,18:00
31383,NAR,CUL,PMR_VISUAL,12:00
31384,JAR,UNI,PMR_AUDITIVO,13:00
31385,SMA,MAT,PMR_AUDITIVO,18:00
31386,JAR,MAT,PMR_AUDITIVO,13:00
31387,NAR,JAR,PMR_AUDITIVO,09:00
31388,GAM,MAT,PMR_ADULTO_MAYOR,12:00
31389,SMA,PUE,PMR_AUDITIVO,08:00
31390,GAM,CUL,PMR_ADULTO_MAYOR,20:00
31391,CUL,SMA,PMR_AUDITIVO,20:00
31392,NAR,PUE,PMR_ADULTO_MAYOR,13:00
31393,JAR,PUE,PMR_AUDITIVO,11:00
31394,SMA,PUE,PMR_AUDITIVO,19:00
31395,PUE,UNI,PMR_SILLA,16:00
31396,MAT,SMA,PMR_VISUAL,20:00
31397,CUL,VMA,PMR_ADULTO_MAYOR,17:00
31398,JAR,PUE,PMR_VISUAL,12:00
31399,SMA,MAT,PMR_VISUAL,14:00
31400,ANG,VMA,PMR_SILLA,15:00
31401,MAT,PUE,PMR_ADULTO_MAYOR,19:00
31402,ANG,VMA,PMR_VISUAL,17:00
31403,ANG,NAR,PMR_VISUAL,18:00
31404,JAR,UNI,PMR_AUDITIVO,11:00
31405,GAM,MAT,PMR_AUDITIVO,07:00
31406,MAT,SMA,PMR_SILLA,08:00
31407,PUE,VMA,PMR_AUDITIVO,19:00
31408,MAT,VMA,PMR_AUDITIVO,16:00
31409,UNI,JAR,PMR_ADULTO_MAYOR,09:00
31410,VMA,GAM,PMR_ADULTO_MAYOR,12:00
31411,VMA,NAR,PMR_SILLA,16:00
31412,MAT,VMA,PMR_ADULTO_MAYOR,16:00
31413,NAR,MAT,PMR_ADULTO_MAYOR,12:00
31414,GAM,VMA,PMR_SILLA,13:00
31415,VMA,GAM,PMR_SILLA,19:00
31416,SMA,GAM,PMR_AUDITIVO,08:00
31417,ANG,GAM,PMR_SILLA,07:00
31418,PUE,MAT,PMR_AUDITIVO,17:00
31419,UNI,PUE,PMR_SILLA,12:00
31420,ANG,MAT,PMR_ADULTO_MAYOR,12:00
31421,SMA,JAR,PMR_SILLA,14:00
31422,GAM,ANG,PMR_VISUAL,10:00
31423,VMA,GAM,PMR_SILLA,18:00
31424,VMA,UNI,PMR_ADULTO_MAYOR,10:00
31425,VMA,NAR,PMR_VISUAL,17:00
31426,VMA,UNI,PMR_AUDITIVO,08:00
31427,PUE,ANG,PMR_VISUAL,19:00
31428,PUE,VMA,PMR_AUDITIVO,12:00
31429,GAM,NAR,PMR_AUDITIVO,20:00
31430,ANG,NAR,PMR_ADULTO_MAYOR,17:00
31431,JAR,UNI,PMR_VISUAL,09:00
31432,NAR,PUE,PMR_SILLA,19:00
31433,NAR,MAT,PMR_VISUAL,10:00
31434,UNI,JAR,PMR_AUDITIVO,16:00
31435,SMA,CUL,PMR_AUDITIVO,08:00
31436,VMA,CUL,PMR_SILLA,18:00
31437,MAT,ANG,PMR_ADULTO_MAYOR,20:00
31438,GAM,UNI,PMR_SILLA,12:00
31439,UNI,SMA,PMR_VISUAL,12:00
31440,PUE,VMA,PMR_VISUAL,18:00
31441,PUE,VMA,PMR_VISUAL,15:00
31442,JAR,ANG,PMR_ADULTO_MAYOR,15:00
31443,SMA,GAM,PMR_ADULTO_MAYOR,07:00
31444,SMA,JAR,PMR_AUDITIVO,10:00
31445,GAM,PUE,PMR_AUDITIVO,14:00
31446,SMA,MAT,PMR_ADULTO_MAYOR,06:00
31447,ANG,JAR,PMR_AUDITIVO,10:00
31448,GAM,NAR,PMR_ADULTO_MAYOR,14:00
31449,UNI,MAT,PMR_SILLA,18:00
31450,MAT,PUE,PMR_ADULTO_MAYOR,11:00
31451,UNI,ANG,PMR_AUDITIVO,18:00
31452,UNI,PUE,PMR_SILLA,15:00
31453,ANG,VMA,PMR_SILLA,18:00
31454,PUE,CUL,PMR_VISUAL,18:00
31455,UNI,SMA,PMR_SILLA,15:00
31456,NAR,GAM,PMR_SILLA,09:00
31457,SMA,ANG,PMR_AUDITIVO,06:00
31458,SMA,JAR,PMR_ADULTO_MAYOR,16:00
31459,VMA,CUL,PMR_VISUAL,11:00
31460,MAT,VMA,PMR_AUDITIVO,11:00
31461,JAR,SMA,PMR_AUDITIVO,19:00
31462,ANG,SMA,PMR_AUDITIVO,16:00
31463,VMA,UNI,PMR_VISUAL,18:00
31464,GAM,JAR,PMR_AUDITIVO,20:00
31465,PUE,UNI,PMR_ADULTO_MAYOR,14:00
31466,MAT,SMA,PMR_SILLA,09:00
31467,NAR,GAM,PMR_ADULTO_MAYOR,20:00
31468,VMA,NAR,PMR_VISUAL,11:00
31469,NAR,SMA,PMR_SILLA,19:00
31470,PUE,GAM,PMR_VISUAL,16:00
31471,SMA,PUE,PMR_SILLA,10:00
31472,VMA,ANG,PMR_SILLA,20:00
31473,VMA,SMA,PMR_AUDITIVO,18:00
31474,VMA,UNI,PMR_SILLA,16:00
31475,CUL,PUE,PMR_VISUAL,20:00
31476,ANG,SMA,PMR_AUDITIVO,09:00
31477,ANG,PUE,PMR_AUDITIVO,20:00
31478,ANG,JAR,PMR_ADULTO_MAYOR,06:00
31479,UNI,ANG,PMR_AUDITIVO,07:00
31480,GAM,ANG,PMR_ADULTO_MAYOR,19:00
31481,GAM,CUL,PMR_SILLA,11:00
31482,PUE,UNI,PMR_ADULTO_MAYOR,10:00
31483,MAT,ANG,PMR_ADULTO_MAYOR,15:00
31484,JAR,GAM,PMR_SILLA,12:00
31485,PUE,MAT,PMR_SILLA,14:00
31486,PUE,NAR,PMR_SILLA,07:00
31487,ANG,MAT,PMR_AUDITIVO,13:00
31488,VMA,NAR,PMR_SILLA,08:00
31489,JAR,PUE,PMR_SILLA,20:00
31490,PUE,VMA,PMR_AUDITIVO,07:00
31491,VMA,SMA,PMR_SILLA,09:00
31492,SMA,JAR,PMR_ADULTO_MAYOR,09:00
31493,JAR,VMA,PMR_SILLA,14:00
31494,PUE,MAT,PMR_AUDITIVO,10:00
31495,GAM,CUL,PMR_ADULTO_MAYOR,12:00
31496,SMA,VMA,PMR_AUDITIVO,19:00
31497,PUE,UNI,PMR_AUDITIVO,07:00
31498,MAT,NAR,PMR_AUDITIVO,07:00
31499,UNI,PUE,PMR_VISUAL,17:00
31500,ANG,GAM,PMR_ADULTO_MAYOR,15:00
31501,VMA,UNI,PMR_ADULTO_MAYOR,15:00
31502,MAT,GAM,PMR_ADULTO_MAYOR,09:00
31503,SMA,NAR,PMR_VISUAL,16:00
31504,JAR,MAT,PMR_VISUAL,10:00
31505,VMA,NAR,PMR_ADULTO_MAYOR,16:00
31506,UNI,SMA,PMR_VISUAL,15:00
31507,ANG,SMA,PMR_ADULTO_MAYOR,16:00
31508,SMA,ANG,PMR_VISUAL,07:00
31509,NAR,MAT,PMR_VISUAL,09:00
31510,VMA,UNI,PMR_VISUAL,10:00
31511,NAR,VMA,PMR_VISUAL,09:00
31512,ANG,UNI,PMR_SILLA,10:00
31513,VMA,NAR,PMR_AUDITIVO,07:00
31514,ANG,UNI,PMR_VISUAL,07:00
31515,UNI,PUE,PMR_SILLA,07:00
31516,JAR,NAR,PMR_VISUAL,15:00
31517,VMA,CUL,PMR_ADULTO_MAYOR,13:00
31518,GAM,UNI,PMR_AUDITIVO,12:00
31519,PUE,SMA,PMR_ADULTO_MAYOR,12:00
31520,NAR,SMA,PMR_AUDITIVO,17:00
31521,ANG,VMA,PMR_ADULTO_MAYOR,17:00
31522,VMA,PUE,PMR_SILLA,12:00
31523,CUL,SMA,PMR_AUDITIVO,15:00
31524,MAT,CUL,PMR_VISUAL,13:00
31525,VMA,MAT,PMR_ADULTO_MAYOR,20:00
31526,CUL,SMA,PMR_VISUAL,09:00
31527,MAT,NAR,PMR_VISUAL,16:00
31528,MAT,SMA,PMR_ADULTO_MAYOR,08:00
31529,SMA,UNI,PMR_SILLA,14:00
31530,GAM,MAT,PMR_AUDITIVO,16:00
31531,JAR,SMA,PMR_ADULTO_MAYOR,20:00
31532,JAR,ANG,PMR_ADULTO_MAYOR,12:00
31533,VMA,GAM,PMR_VISUAL,12:00
31534,SMA,NAR,PMR_VISUAL,20:00
31535,CUL,JAR,PMR_AUDITIVO,16:00
31536,CUL,UNI,PMR_ADULTO_MAYOR,11:00
31537,ANG,SMA,PMR_SILLA,19:00
31538,GAM,NAR,PMR_SILLA,13:00
31539,ANG,PUE,PMR_VISUAL,06:00
31540,NAR,SMA,PMR_AUDITIVO,08:00
31541,VMA,MAT,PMR_VISUAL,20:00
31542,ANG,MAT,PMR_SILLA,15:00
31543,JAR,CUL,PMR_VISUAL,06:00
31544,NAR,CUL,PMR_VISUAL,16:00
31545,SMA,JAR,PMR_SILLA,12:00
31546,ANG,MAT,PMR_AUDITIVO,14:00
31547,SMA,PUE,PMR_VISUAL,11:00
31548,PUE,UNI,PMR_VISUAL,17:00
31549,MAT,CUL,PMR_ADULTO_MAYOR,12:00
31550,GAM,NAR,PMR_SILLA,12:00
31551,UNI,VMA,PMR_AUDITIVO,14:00
31552,PUE,NAR,PMR_SILLA,18:00
31553,JAR,PUE,PMR_ADULTO_MAYOR,07:00
31554,CUL,VMA,PMR_VISUAL,18:00
31555,NAR,CUL,PMR_ADULTO_MAYOR,16:00
31556,NAR,ANG,PMR_VISUAL,13:00
31557,VMA,MAT,PMR_VISUAL,17:00
31558,GAM,MAT,PMR_AUDITIVO,20:00
31559,CUL,MAT,PMR_ADULTO_MAYOR,18:00
31560,MAT,GAM,PMR_SILLA,09:00
31561,GAM,UNI,PMR_VISUAL,20:00
31562,CUL,NAR,PMR_ADULTO_MAYOR,16:00
31563,JAR,SMA,PMR_SILLA,19:00
31564,CUL,PUE,PMR_SILLA,08:00
31565,SMA,CUL,PMR_ADULTO_MAYOR,10:00
31566,UNI,PUE,PMR_AUDITIVO,14:00
31567,PUE,MAT,PMR_AUDITIVO,11:00
31568,MAT,GAM,PMR_SILLA,19:00
31569,UNI,NAR,PMR_VISUAL,10:00
31570,SMA,VMA,PMR_AUDITIVO,09:00
31571,ANG,GAM,PMR_AUDITIVO,07:00
31572,SMA,ANG,PMR_ADULTO_MAYOR,10:00
31573,ANG,CUL,PMR_AUDITIVO,17:00
31574,ANG,MAT,PMR_ADULTO_MAYOR,11:00
31575,GAM,MAT,PMR_ADULTO_MAYOR,18:00
31576,VMA,UNI,PMR_SILLA,06:00
31577,ANG,CUL,PMR_ADULTO_MAYOR,18:00
31578,PUE,CUL,PMR_AUDITIVO,13:00
31579,GAM,PUE,PMR_ADULTO_MAYOR,17:00
31580,NAR,GAM,PMR_AUDITIVO,09:00
31581,JAR,NAR,PMR_AUDITIVO,12:00
31582,SMA,VMA,PMR_ADULTO_MAYOR,20:00
31583,CUL,VMA,PMR_VISUAL,14:00
31584,PUE,MAT,PMR_VISUAL,20:00
31585,VMA,UNI,PMR_AUDITIVO,09:00
31586,GAM,CUL,PMR_SILLA,14:00
31587,CUL,JAR,PMR_ADULTO_MAYOR,08:00
31588,SMA,JAR,PMR_ADULTO_MAYOR,06:00
31589,PUE,MAT,PMR_AUDITIVO,14:00
31590,JAR,NAR,PMR_SILLA,07:00
31591,JAR,PUE,PMR_SILLA,09:00
31592,CUL,VMA,PMR_SILLA,09:00
31593,PUE,MAT,PMR_AUDITIVO,18:00
31594,SMA,JAR,PMR_VISUAL,07:00
31595,JAR,VMA,PMR_ADULTO_MAYOR,09:00
31596,ANG,CUL,PMR_AUDITIVO,09:00
31597,CUL,PUE,PMR_ADULTO_MAYOR,18:00
31598,GAM,CUL,PMR_SILLA,09:00
31599,VMA,JAR,PMR_ADULTO_MAYOR,17:00
31600,SMA,JAR,PMR_SILLA,15:00
31601,UNI,JAR,PMR_AUDITIVO,10:00
31602,VMA,UNI,PMR_SILLA,07:00
31603,JAR,UNI,PMR_SILLA,14:00
31604,NAR,CUL,PMR_VISUAL,09:00
31605,GAM,VMA,PMR_ADULTO_MAYOR,13:00
31606,MAT,GAM,PMR_AUDITIVO,20:00
31607,PUE,ANG,PMR_ADULTO_MAYOR,15:00
31608,SMA,VMA,PMR_SILLA,07:00
31609,JAR,MAT,PMR_SILLA,10:00
31610,GAM,VMA,PMR_ADULTO_MAYOR,10:00
31611,CUL,GAM,PMR_VISUAL,12:00
31612,ANG,GAM,PMR_ADULTO_MAYOR,14:00
31613,GAM,CUL,PMR_VISUAL,16:00
31614,UNI,ANG,PMR_ADULTO_MAYOR,11:00
31615,ANG,JAR,PMR_SILLA,20:00
31616,NAR,UNI,PMR_AUDITIVO,09:00
31617,JAR,GAM,PMR_AUDITIVO,10:00
31618,MAT,SMA,PMR_AUDITIVO,18:00
31619,SMA,NAR,PMR_SILLA,16:00
31620,GAM,ANG,PMR_ADULTO_MAYOR,17:00
31621,MAT,VMA,PMR_AUDITIVO,06:00
31622,PUE,JAR,PMR_ADULTO_MAYOR,19:00
31623,PUE,NAR,PMR_SILLA,09:00
31624,ANG,SMA,PMR_ADULTO_MAYOR,16:00
31625,ANG,PUE,PMR_SILLA,17:00
31626,VMA,JAR,PMR_VISUAL,13:00
31627,CUL,ANG,PMR_AUDITIVO,15:00
31628,SMA,JAR,PMR_AUDITIVO,09:00
31629,NAR,SMA,PMR_ADULTO_MAYOR,13:00
31630,CUL,VMA,PMR_ADULTO_MAYOR,19:00
31631,CUL,ANG,PMR_SILLA,14:00
31632,CUL,JAR,PMR_ADULTO_MAYOR,10:00
31633,MAT,PUE,PMR_ADULTO_MAYOR,10:00
31634,NAR,JAR,PMR_AUDITIVO,11:00
31635,UNI,NAR,PMR_VISUAL,09:00
31636,SMA,MAT,PMR_SILLA,13:00
31637,SMA,PUE,PMR_SILLA,15:00
31638,GAM,ANG,PMR_VISUAL,07:00
31639,JAR,VMA,PMR_ADULTO_MAYOR,11:00
31640,GAM,MAT,PMR_AUDITIVO,13:00
31641,JAR,MAT,PMR_AUDITIVO,08:00
31642,ANG,JAR,PMR_VISUAL,12:00
31643,MAT,GAM,PMR_AUDITIVO,07:00
31644,NAR,CUL,PMR_SILLA,06:00
31645,CUL,JAR,PMR_ADULTO_MAYOR,08:00
31646,UNI,CUL,PMR_AUDITIVO,10:00
31647,GAM,JAR,PMR_AUDITIVO,12:00
31648,PUE,GAM,PMR_VISUAL,15:00
31649,CUL,ANG,PMR_ADULTO_MAYOR,15:00
31650,JAR,GAM,PMR_VISUAL,10:00
31651,CUL,GAM,PMR_SILLA,10:00
31652,MAT,GAM,PMR_SILLA,09:00
31653,CUL,VMA,PMR_VISUAL,08:00
31654,UNI,NAR,PMR_AUDITIVO,09:00
31655,VMA,GAM,PMR_AUDITIVO,20:00
31656,CUL,MAT,PMR_VISUAL,11:00
31657,ANG,CUL,PMR_ADULTO_MAYOR,15:00
31658,CUL,SMA,PMR_VISUAL,20:00
31659,SMA,JAR,PMR_VISUAL,07:00
31660,JAR,CUL,PMR_VISUAL,06:00
31661,MAT,ANG,PMR_AUDITIVO,07:00
31662,ANG,NAR,PMR_SILLA,15:00
31663,VMA,GAM,PMR_VISUAL,12:00
31664,PUE,CUL,PMR_AUDITIVO,13:00
31665,ANG,VMA,PMR_VISUAL,14:00
31666,CUL,JAR,PMR_SILLA,07:00
31667,UNI,VMA,PMR_SILLA,06:00
31668,JAR,MAT,PMR_AUDITIVO,10:00
31669,ANG,NAR,PMR_AUDITIVO,06:00
31670,PUE,UNI,PMR_ADULTO_MAYOR,09:00
31671,CUL,ANG,PMR_AUDITIVO,08:00
31672,NAR,JAR,PMR_VISUAL,07:00
31673,MAT,CUL,PMR_AUDITIVO,18:00
31674,SMA,ANG,PMR_VISUAL,17:00
31675,ANG,VMA,PMR_VISUAL,06:00
31676,GAM,MAT,PMR_ADULTO_MAYOR,14:00
31677,NAR,PUE,PMR_SILLA,16:00
31678,PUE,ANG,PMR_SILLA,20:00
31679,GAM,PUE,PMR_VISUAL,10:00
31680,SMA,VMA,PMR_ADULTO_MAYOR,08:00
31681,PUE,SMA,PMR_AUDITIVO,16:00
31682,MAT,CUL,PMR_SILLA,17:00
31683,UNI,NAR,PMR_ADULTO_MAYOR,10:00
31684,GAM,CUL,PMR_ADULTO_MAYOR,11:00
31685,SMA,ANG,PMR_SILLA,14:00
31686,UNI,GAM,PMR_VISUAL,06:00
31687,MAT,ANG,PMR_SILLA,08:00
31688,GAM,UNI,PMR_SILLA,09:00
31689,JAR,SMA,PMR_ADULTO_MAYOR,08:00
31690,ANG,GAM,PMR_ADULTO_MAYOR,19:00
31691,VMA,JAR,PMR_AUDITIVO,08:00
31692,PUE,ANG,PMR_SILLA,15:00
31693,SMA,ANG,PMR_AUDITIVO,17:00
31694,PUE,NAR,PMR_VISUAL,09:00
31695,NAR,SMA,PMR_AUDITIVO,08:00
31696,GAM,MAT,PMR_VISUAL,12:00
31697,PUE,MAT,PMR_AUDITIVO,11:00
31698,PUE,CUL,PMR_AUDITIVO,13:00
31699,NAR,ANG,PMR_VISUAL,17:00
31700,UNI,MAT,PMR_AUDITIVO,19:00
31701,SMA,PUE,PMR_SILLA,12:00
31702,PUE,UNI,PMR_ADULTO_MAYOR,16:00
31703,VMA,SMA,PMR_AUDITIVO,17:00
31704,VMA,NAR,PMR_VISUAL,07:00
31705,NAR,MAT,PMR_AUDITIVO,19:00
31706,CUL,MAT,PMR_SILLA,17:00
31707,MAT,JAR,PMR_SILLA,08:00
31708,MAT,UNI,PMR_VISUAL,07:00
31709,MAT,VMA,PMR_SILLA,16:00
31710,MAT,SMA,PMR_AUDITIVO,15:00
31711,SMA,UNI,PMR_ADULTO_MAYOR,07:00
31712,JAR,GAM,PMR_ADULTO_MAYOR,16:00
31713,VMA,SMA,PMR_ADULTO_MAYOR,11:00
31714,VMA,MAT,PMR_ADULTO_MAYOR,08:00
31715,UNI,NAR,PMR_AUDITIVO,13:00
31716,NAR,JAR,PMR_AUDITIVO,14:00
31717,ANG,CUL,PMR_ADULTO_MAYOR,06:00
31718,SMA,MAT,PMR_AUDITIVO,13:00
31719,MAT,PUE,PMR_VISUAL,20:00
31720,NAR,PUE,PMR_SILLA,19:00
31721,SMA,ANG,PMR_ADULTO_MAYOR,12:00
31722,SMA,VMA,PMR_ADULTO_MAYOR,08:00
31723,UNI,PUE,PMR_AUDITIVO,20:00
31724,ANG,NAR,PMR_SILLA,17:00
31725,NAR,SMA,PMR_AUDITIVO,10:00
31726,JAR,PUE,PMR_AUDITIVO,06:00
31727,ANG,GAM,PMR_ADULTO_MAYOR,06:00
31728,ANG,JAR,PMR_VISUAL,10:00
31729,JAR,VMA,PMR_VISUAL,07:00
31730,CUL,NAR,PMR_ADULTO_MAYOR,07:00
31731,VMA,MAT,PMR_VISUAL,20:00
31732,ANG,MAT,PMR_ADULTO_MAYOR,09:00
31733,CUL,GAM,PMR_AUDITIVO,14:00
31734,NAR,GAM,PMR_VISUAL,18:00
31735,CUL,PUE,PMR_AUDITIVO,09:00
31736,PUE,UNI,PMR_VISUAL,12:00
31737,MAT,SMA,PMR_SILLA,10:00
31738,NAR,MAT,PMR_VISUAL,13:00
31739,CUL,GAM,PMR_SILLA,19:00
31740,JAR,NAR,PMR_VISUAL,10:00
31741,JAR,ANG,PMR_AUDITIVO,08:00
31742,GAM,JAR,PMR_VISUAL,19:00
31743,JAR,MAT,PMR_ADULTO_MAYOR,20:00
31744,MAT,NAR,PMR_SILLA,07:00
31745,ANG,PUE,PMR_VISUAL,07:00
31746,SMA,PUE,PMR_ADULTO_MAYOR,15:00
31747,CUL,PUE,PMR_SILLA,14:00
31748,ANG,JAR,PMR_ADULTO_MAYOR,14:00
31749,UNI,PUE,PMR_ADULTO_MAYOR,18:00
31750,GAM,NAR,PMR_AUDITIVO,20:00
31751,JAR,MAT,PMR_SILLA,10:00
31752,JAR,UNI,PMR_AUDITIVO,18:00
31753,PUE,GAM,PMR_AUDITIVO,14:00
31754,CUL,ANG,PMR_AUDITIVO,18:00
31755,UNI,GAM,PMR_ADULTO_MAYOR,15:00
31756,JAR,MAT,PMR_AUDITIVO,13:00
31757,JAR,UNI,PMR_AUDITIVO,18:00
31758,PUE,SMA,PMR_AUDITIVO,09:00
31759,JAR,GAM,PMR_AUDITIVO,16:00
31760,NAR,GAM,PMR_VISUAL,16:00
31761,VMA,ANG,PMR_VISUAL,07:00
31762,VMA,PUE,PMR_ADULTO_MAYOR,18:00
31763,JAR,CUL,PMR_VISUAL,06:00
31764,VMA,GAM,PMR_VISUAL,18:00
31765,GAM,MAT,PMR_VISUAL,11:00
31766,NAR,CUL,PMR_ADULTO_MAYOR,17:00
31767,UNI,NAR,PMR_AUDITIVO,11:00
31768,MAT,ANG,PMR_ADULTO_MAYOR,18:00
31769,JAR,CUL,PMR_SILLA,11:00
31770,MAT,ANG,PMR_AUDITIVO,12:00
31771,VMA,SMA,PMR_SILLA,17:00
31772,NAR,JAR,PMR_SILLA,10:00
31773,ANG,PUE,PMR_SILLA,10:00
31774,JAR,NAR,PMR_SILLA,08:00
31775,PUE,NAR,PMR_SILLA,15:00
31776,ANG,MAT,PMR_VISUAL,07:00
31777,CUL,MAT,PMR_ADULTO_MAYOR,19:00
31778,VMA,ANG,PMR_VISUAL,12:00
31779,JAR,GAM,PMR_SILLA,20:00
31780,MAT,NAR,PMR_SILLA,13:00
31781,VMA,ANG,PMR_AUDITIVO,13:00
31782,GAM,PUE,PMR_SILLA,19:00
31783,JAR,VMA,PMR_AUDITIVO,08:00
31784,ANG,PUE,PMR_AUDITIVO,15:00
31785,VMA,GAM,PMR_AUDITIVO,15:00
31786,SMA,VMA,PMR_VISUAL,13:00
31787,GAM,CUL,PMR_AUDITIVO,19:00
31788,ANG,VMA,PMR_SILLA,09:00
31789,NAR,ANG,PMR_AUDITIVO,17:00
31790,VMA,MAT,PMR_VISUAL,07:00
31791,UNI,PUE,PMR_VISUAL,09:00
31792,JAR,SMA,PMR_VISUAL,16:00
31793,SMA,NAR,PMR_ADULTO_MAYOR,13:00
31794,UNI,SMA,PMR_SILLA,16:00
31795,SMA,CUL,PMR_SILLA,15:00
31796,UNI,MAT,PMR_AUDITIVO,10:00
31797,GAM,UNI,PMR_ADULTO_MAYOR,09:00
31798,PUE,ANG,PMR_SILLA,18:00
31799,MAT,CUL,PMR_VISUAL,19:00
31800,NAR,VMA,PMR_SILLA,12:00
31801,GAM,MAT,PMR_ADULTO_MAYOR,17:00
31802,VMA,NAR,PMR_AUDITIVO,06:00
31803,PUE,MAT,PMR_SILLA,09:00
31804,MAT,JAR,PMR_ADULTO_MAYOR,16:00
31805,ANG,SMA,PMR_VISUAL,11:00
31806,MAT,ANG,PMR_VISUAL,10:00
31807,JAR,UNI,PMR_AUDITIVO,12:00
31808,NAR,CUL,PMR_AUDITIVO,08:00
31809,GAM,UNI,PMR_AUDITIVO,08:00
31810,GAM,JAR,PMR_VISUAL,16:00
31811,ANG,SMA,PMR_SILLA,08:00
31812,VMA,JAR,PMR_ADULTO_MAYOR,10:00
31813,SMA,ANG,PMR_VISUAL,19:00
31814,GAM,VMA,PMR_ADULTO_MAYOR,09:00
31815,NAR,GAM,PMR_VISUAL,16:00
31816,CUL,JAR,PMR_SILLA,11:00
31817,VMA,GAM,PMR_SILLA,07:00
31818,SMA,MAT,PMR_AUDITIVO,06:00
31819,UNI,JAR,PMR_ADULTO_MAYOR,08:00
31820,ANG,MAT,PMR_AUDITIVO,10:00
31821,ANG,UNI,PMR_SILLA,14:00
31822,JAR,MAT,PMR_AUDITIVO,10:00
31823,GAM,PUE,PMR_VISUAL,18:00
31824,UNI,NAR,PMR_VISUAL,07:00
31825,SMA,PUE,PMR_SILLA,16:00
31826,ANG,CUL,PMR_SILLA,20:00
31827,CUL,MAT,PMR_ADULTO_MAYOR,19:00
31828,ANG,VMA,PMR_AUDITIVO,18:00
31829,PUE,SMA,PMR_AUDITIVO,19:00
31830,GAM,SMA,PMR_VISUAL,12:00
31831,SMA,ANG,PMR_VISUAL,06:00
31832,MAT,ANG,PMR_ADULTO_MAYOR,11:00
31833,GAM,JAR,PMR_VISUAL,11:00
31834,JAR,VMA,PMR_AUDITIVO,19:00
31835,JAR,NAR,PMR_AUDITIVO,09:00
31836,NAR,UNI,PMR_SILLA,20:00
31837,UNI,GAM,PMR_ADULTO_MAYOR,18:00
31838,UNI,SMA,PMR_ADULTO_MAYOR,08:00
31839,MAT,UNI,PMR_AUDITIVO,06:00
31840,CUL,JAR,PMR_AUDITIVO,18:00
31841,MAT,PUE,PMR_AUDITIVO,08:00
31842,MAT,CUL,PMR_SILLA,13:00
31843,JAR,ANG,PMR_ADULTO_MAYOR,09:00
31844,ANG,JAR,PMR_ADULTO_MAYOR,11:00
31845,VMA,MAT,PMR_AUDITIVO,15:00
31846,ANG,MAT,PMR_SILLA,13:00
31847,GAM,UNI,PMR_SILLA,14:00
31848,VMA,CUL,PMR_AUDITIVO,14:00
31849,PUE,NAR,PMR_AUDITIVO,07:00
31850,GAM,CUL,PMR_AUDITIVO,17:00
31851,MAT,SMA,PMR_VISUAL,17:00
31852,VMA,SMA,PMR_VISUAL,09:00
31853,JAR,VMA,PMR_AUDITIVO,06:00
31854,ANG,VMA,PMR_ADULTO_MAYOR,19:00
31855,SMA,UNI,PMR_SILLA,15:00
31856,MAT,GAM,PMR_ADULTO_MAYOR,09:00
31857,PUE,MAT,PMR_ADULTO_MAYOR,20:00
31858,ANG,SMA,PMR_VISUAL,13:00
31859,JAR,VMA,PMR_VISUAL,07:00
31860,JAR,PUE,PMR_VISUAL,08:00
31861,JAR,GAM,PMR_AUDITIVO,14:00
31862,SMA,UNI,PMR_SILLA,10:00
31863,GAM,JAR,PMR_SILLA,18:00
31864,VMA,NAR,PMR_AUDITIVO,08:00
31865,MAT,SMA,PMR_SILLA,11:00
31866,PUE,JAR,PMR_SILLA,15:00
31867,CUL,ANG,PMR_VISUAL,12:00
31868,ANG,GAM,PMR_ADULTO_MAYOR,10:00
31869,NAR,UNI,PMR_AUDITIVO,18:00
31870,UNI,PUE,PMR_ADULTO_MAYOR,14:00
31871,CUL,JAR,PMR_VISUAL,13:00
31872,JAR,VMA,PMR_AUDITIVO,19:00
31873,JAR,NAR,PMR_SILLA,12:00
